frame,x,y,z
102,349.3066601753235,49.471127316355705,-1.6676965230999485e-07
103,350.18585216999054,40.891029357910156,9.572662662549192e-08
109,369.0830467939377,28.29229500889778,2.7909587529961755e-08
110,372.8987874984741,30.570432499051094,1.9724753386185512e-08
111,376.46497917175293,29.49366031587124,1.4588515284685855e-07
112,382.9313750863075,30.493154294788837,-1.6385205015012616e-07
113,389.0133672952652,28.974005788564682,1.8171506610542565e-07
114,395.0844027996063,30.132574930787086,1.582579471914869e-07
126,324.3497126698494,56.05046854913235,3.2288866691487783e-07
129,270.06826508045197,53.922595858573914,4.801850082003511e-07
132,265.25034070014954,81.72550216317177,2.0014815049762547e-07
133,260.95321625471115,87.30980278551579,2.47177950996047e-07
138,310.5557624697685,87.2294614315033,-9.794214150815606e-08
142,334.02539908885956,123.38311307132244,2.5899566935549956e-07
146,191.48162510991096,116.3991382420063,-1.9333066347826389e-07
147,183.3421471118927,88.55251874029636,3.3283160405517265e-07
156,379.4907457232475,63.111880838871,2.450897795824858e-07
157,382.41535544395447,67.39217859506607,1.702597813846296e-07
158,386.14972829818726,68.31007200479507,2.516380561701226e-07
159,395.3216640949249,67.06911063194275,1.9272755480415071e-07
161,411.14996337890625,65.98403576016426,1.067892370087975e-07
162,413.13972824811935,66.24548202753067,2.0151904323029157e-07
163,420.39073181152344,63.82035456597805,3.442626095306878e-08
164,422.94116163253784,60.52370262891054,1.1325879256673943e-07
166,427.87046360969543,59.28987290710211,3.739465626040328e-07
167,430.4488152861595,51.77947276830673,1.537596006073727e-07
168,432.55987936258316,50.94082900136709,9.389450639218921e-08
169,416.9447030723095,54.81356084346771,2.9932132861176797e-07
175,362.16425037384033,82.05107235908508,4.6930253461141547e-07
176,348.40350103378296,80.29414838552475,4.182420241249929e-07
183,330.1166114807129,57.54811178147793,2.4701085976630566e-07
185,328.5339540839195,76.41589480638504,4.6106765694275964e-07
186,328.5069459974766,86.99227595329285,1.8992578532106563e-07
187,324.2281503677368,87.08341719210148,2.899900550801249e-07
188,323.04440864920616,95.10369282960892,8.616454749699187e-08
