frame,x,y,z
102,330.12797355651855,143.87574842572212,-0.08331280946731567
103,330.3636564016342,140.13833045959473,-0.0738544762134552
106,170.65632662177086,57.80368961393833,-0.07193385064601898
108,142.47524958848953,63.380132004618645,-0.06883439421653748
109,331.65632951259613,138.02750086784363,-0.07019969075918198
110,333.1025378704071,140.815059363842,-0.07047349959611893
111,335.44113796949387,144.6361718773842,-0.06501995027065277
112,339.0879999399185,148.2482548058033,-0.06689758598804474
113,342.73283183574677,151.07199132442474,-0.07589887082576752
114,348.0848511457443,154.58507484197617,-0.07659400999546051
116,358.61198604106903,162.05744451284409,-0.05825968459248543
117,365.3549239039421,165.39056372642517,-0.056776028126478195
118,372.8055270910263,167.36644035577774,-0.08997757732868195
119,380.53867542743683,165.95125198364258,-0.07642792910337448
120,390.2550759315491,162.90272521972656,-0.07384427636861801
121,398.93593192100525,157.6316261291504,-0.0732402354478836
122,409.6166086792946,152.10456863045692,-0.07888492196798325
123,298.9503593444824,160.91515070199966,-0.06162353977560997
124,297.8404804468155,152.1394812464714,-0.054934244602918625
125,296.01511830091476,142.80855935811996,-0.05765243619680405
126,294.987873762846,134.84895998239517,-0.05854470282793045
127,292.52418279647827,128.8935877084732,-0.048579297959804535
128,291.05139923095703,125.95384955406189,-0.0635790303349495
129,289.2198257446289,125.02922999858856,-0.059725113213062286
130,286.5940010845661,126.44996294379234,-0.06046762689948082
131,284.4492962360382,129.51049840450287,-0.06238148733973503
132,281.6730797290802,132.88300305604935,-0.06216460093855858
133,278.52939212322235,137.4522745013237,-0.059724725782871246
134,275.15161895751953,143.621677339077,-0.05886198207736015
135,270.668864607811,149.9870290160179,-0.05743088945746422
136,266.9119973182678,157.0471778512001,-0.056687720119953156
137,261.60484969615936,163.61594212055206,-0.057147908955812454
138,258.0102880001068,168.12246108055115,-0.055966898798942566
139,252.20106667280197,173.5806136727333,-0.05658913776278496
142,342.73051738739014,167.2478324174881,-0.05002029985189438
143,340.78842425346375,164.22019010782242,-0.0505601167678833
144,338.30318450927734,160.0119715332985,-0.05627734959125519
145,216.44080543518066,164.35690808296204,-0.05839461460709572
146,211.13875555992126,154.47539258003235,-0.05896904692053795
147,206.32284331321716,143.90150073170662,-0.06337462365627289
148,329.5672607421875,148.68572235107422,-0.05850185453891754
149,328.13457626104355,149.3197660446167,-0.05808781087398529
150,326.3143680691719,149.8319845199585,-0.058676984161138535
151,326.019477725029,151.62153041362762,-0.05905213579535484
152,325.8215363025665,153.5248283147812,-0.05852533131837845
153,164.1098644733429,116.5206084549427,-0.06186636909842491
154,158.2060063779354,122.73840552568436,-0.05891498923301697
155,327.0619477033615,160.0441283583641,-0.05594887584447861
156,329.6196748018265,161.56952691078186,-0.05521119385957718
157,332.5071654319763,163.2295753955841,-0.05341342091560364
158,336.039634346962,166.21272897720337,-0.051323726773262024
159,340.46589639782906,168.58573579788208,-0.0511004701256752
161,352.46765089035034,172.35107403993607,-0.049271360039711
162,360.0821952223778,172.4006828069687,-0.049692004919052124
163,368.07380747795105,171.62298369407654,-0.05128571018576622
164,376.6643791794777,171.05003625154495,-0.05318044498562813
165,385.5408170223236,169.76057982444763,-0.05463610216975212
166,394.83487343788147,166.71606048941612,-0.05609643831849098
167,404.8400428891182,161.75540590286255,-0.05834396556019783
168,413.0166770219803,155.80713906884193,-0.06504908204078674
169,421.54820477962494,151.34834361076355,-0.06487346440553665
174,334.79887294769287,163.8560402393341,-0.057402223348617554
175,335.99904692173004,162.51991653442383,-0.060517191886901855
176,337.2221541404724,162.04921984672546,-0.06485128402709961
178,496.73331451416016,157.55128607153893,-0.08018241822719574
179,505.2961899638176,160.91258093714714,-0.08436830341815948
180,514.3247198462486,163.91501873731613,-0.08302224427461624
181,524.2261816859245,168.04514026641846,-0.08586698025465012
182,534.7841558456421,172.74071568250656,-0.08897162973880768
183,335.0887944698334,157.50604793429375,-0.06892676651477814
184,559.728673696518,182.6167789697647,-0.08346724510192871
185,331.1733289062977,158.4963957965374,-0.06878135353326797
186,328.50268852710724,159.3826141357422,-0.06947159022092819
187,326.15526270866394,161.16746047139168,-0.07050369679927826
188,322.87594497203827,163.04291987419128,-0.07396436482667923
