frame,x,y,z
120,297.05801153182983,175.67123490571976,-0.35071468353271484
126,352.53242775797844,153.91163676977158,-1.4354217052459717
128,353.19308826327324,154.95373040437698,-0.6327931880950928
129,353.3587654232979,154.87788677215576,-0.6532970070838928
130,352.79487401247025,154.52667608857155,-0.9874680638313293
131,352.36347791552544,153.68566244840622,-0.6343392133712769
132,352.128453373909,157.0161983370781,-0.4254087507724762
133,351.50133618712425,156.89386624097824,-0.41705653071403503
134,351.4984804689884,156.43524459004402,-0.5386119484901428
136,350.69134867191315,157.4407851099968,-0.2787695825099945
138,347.9863703250885,162.78678613901138,-0.29808205366134644
139,347.5696215033531,164.36020648479462,-0.37467342615127563
140,347.435546875,166.05093809962273,-0.1758417785167694
141,344.14460134506226,164.68204736709595,-0.23499168455600739
165,387.8865958452225,166.0038612484932,0.007231324445456266
167,323.6530820131302,158.2116521000862,-0.8481861352920532
168,327.55022889375687,159.22003495693207,-1.1083613634109497
169,329.05024671554565,160.23271936178207,-0.8637662529945374
170,330.34301221370697,162.80386406183243,-0.5088425874710083
171,332.24934339523315,161.98922842741013,-0.7157118320465088
172,334.59301257133484,162.85333025455475,-0.5151730179786682
173,335.97888791561127,160.24838769435883,-0.9042750000953674
177,487.588182926178,150.8177990913391,-0.8513126969337463
182,532.9508104324341,169.39351147413254,-1.3821386098861694
