Frame,Raw_X,Calib_X,Error_X,Raw_Y,Calib_Y,Error_Y,Raw_Z,Calib_Z,Error_Z,Euclidean_Error
36,0.6257371306419373,0.6194858551025391,0.006251275539398193,0.4259379804134369,0.42210647463798523,0.00383150577545166,8.385940475363896e-08,-4.830611288753062e-08,1.3216551764116957e-07,0.0073320448985440155
50,0.6291661858558655,0.6270908713340759,0.0020753145217895508,0.4230455458164215,0.4199073910713196,0.0031381547451019287,9.673286882616594e-08,6.012622577600268e-08,3.660664305016326e-08,0.003762305884679818
51,0.6239556670188904,0.6218079328536987,0.0021477341651916504,0.4232066571712494,0.4200439155101776,0.0031627416610717773,1.074237800935407e-07,1.1140985378688129e-07,-3.986073693340586e-09,0.0038230481110007536
53,0.6262066960334778,0.6245597004890442,0.0016469955444335938,0.42284414172172546,0.42014580965042114,0.0026983320713043213,9.066216222208823e-08,-5.417621551373486e-08,1.448383777358231e-07,0.003161264036962388
54,0.6229198575019836,0.6207584738731384,0.002161383628845215,0.42307204008102417,0.421403706073761,0.0016683340072631836,4.154069799255922e-08,1.1727990312238035e-07,-7.573920512982113e-08,0.0027303694908505276
57,0.6264905333518982,0.6264102458953857,8.028745651245117e-05,0.42320936918258667,0.4192369878292084,0.003972381353378296,9.57724637373758e-08,1.8317216188279417e-08,7.745524754909638e-08,0.003973192632926339
75,0.6253516674041748,0.6239343285560608,0.0014173388481140137,0.42118823528289795,0.41815340518951416,0.003034830093383789,6.980889111218858e-08,8.648963500945683e-08,-1.6680743897268258e-08,0.0033494840059864837
76,0.6255998015403748,0.6261947154998779,-0.0005949139595031738,0.4217965602874756,0.4204183518886566,0.0013782083988189697,1.5752217308317995e-08,7.826238146435571e-08,-6.251016415603772e-08,0.0015011265815028435
78,0.6253935098648071,0.6184932589530945,0.0069002509117126465,0.423420786857605,0.4181290864944458,0.00529170036315918,1.0696621188799327e-07,-4.283276666683378e-08,1.4979897855482704e-07,0.008695720522216082
79,0.6255527138710022,0.6251076459884644,0.0004450678825378418,0.4220617115497589,0.41994792222976685,0.0021137893199920654,3.5599359904381345e-08,8.180898447562868e-08,-4.620962457124733e-08,0.0021601367344486703
80,0.6220515966415405,0.6205415725708008,0.001510024070739746,0.42280954122543335,0.4195740520954132,0.0032354891300201416,-1.4983413620939245e-08,8.275110019440035e-08,-9.77345138153396e-08,0.0035705129343336596
81,0.622606635093689,0.6208336353302002,0.0017729997634887695,0.4225359261035919,0.4195207953453064,0.0030151307582855225,1.6631172883307954e-08,8.090088243761784e-08,-6.426970955430988e-08,0.003497790967885482
82,0.6202877163887024,0.6195868253707886,0.0007008910179138184,0.4220266044139862,0.42033258080482483,0.001694023609161377,2.3016484718141328e-08,5.679144621240084e-08,-3.3774961494259514e-08,0.0018332932685550215
83,0.6211709976196289,0.6202594637870789,0.0009115338325500488,0.4224121868610382,0.4197958707809448,0.002616316080093384,2.1104211711531207e-08,1.0136972150576185e-07,-8.026550979423064e-08,0.002770560189795764
84,0.6204118728637695,0.6198447346687317,0.0005671381950378418,0.42225560545921326,0.4201467037200928,0.0021089017391204834,5.075259679188093e-08,1.0638135705676177e-07,-5.562876026488084e-08,0.0021838297279391404
85,0.6202917695045471,0.6187506914138794,0.0015410780906677246,0.4222344160079956,0.41961079835891724,0.002623617649078369,4.69082408471877e-08,9.958966984413564e-08,-5.268142899694794e-08,0.0030427440334124265
86,0.6209806799888611,0.6230059862136841,-0.002025306224822998,0.4221504032611847,0.42057427763938904,0.0015761256217956543,3.1704431080470385e-08,1.0898040159190714e-07,-7.727597051143675e-08,0.002566327587421196
87,0.6227700114250183,0.6221789717674255,0.0005910396575927734,0.4237414002418518,0.42164069414138794,0.002100706100463867,2.5119511803950445e-08,9.955087421076314e-08,-7.44313624068127e-08,0.0021822680868567724
88,0.6226369738578796,0.6200465559959412,0.0025904178619384766,0.42355993390083313,0.4209582507610321,0.0026016831398010254,3.923790004023431e-08,1.0085862101050225e-07,-6.162072097026794e-08,0.0036713784690728824
89,0.6208729147911072,0.6183496117591858,0.0025233030319213867,0.4232438802719116,0.4206016957759857,0.0026421844959259033,3.384531410688396e-08,1.1311336578501141e-07,-7.926805167812745e-08,0.003653518455913191
90,0.6207088232040405,0.6176947951316833,0.0030140280723571777,0.4229985475540161,0.41984766721725464,0.0031508803367614746,6.357785764521395e-08,9.804074352359748e-08,-3.446288587838353e-08,0.004360322478754859
92,0.6238700151443481,0.621874988079071,0.0019950270652770996,0.4218302369117737,0.417955219745636,0.0038750171661376953,6.578132882850696e-08,5.2905424041682636e-08,1.2875904786824321e-08,0.004358427586781242
95,0.6238508820533752,0.6210086941719055,0.0028421878814697266,0.42261555790901184,0.4188557267189026,0.003759831190109253,1.0681885953545134e-07,8.756701674883516e-08,1.925184278661618e-08,0.0047132114881535256
96,0.6210203170776367,0.6199737191200256,0.001046597957611084,0.42273837327957153,0.42111340165138245,0.001624971628189087,8.427439013303228e-08,1.104125217921137e-07,-2.613813165908141e-08,0.0019328476603132452
98,0.6230340600013733,0.6214156150817871,0.0016184449195861816,0.4233371317386627,0.41964924335479736,0.0036878883838653564,1.1427678714426293e-07,1.0254156990185948e-07,1.173521724240345e-08,0.0040273917973945705
99,0.6225462555885315,0.6230578422546387,-0.0005115866661071777,0.4222854673862457,0.41942885518074036,0.002856612205505371,4.707371203949151e-08,9.77923804157399e-08,-5.071866837624839e-08,0.0029020603391647975
